timestamp,BME680_temp,BME680_humidity,BME680_gas,SGP30_5_CO2,SGP30_5_TVOC,SGP30_6_CO2,SGP30_6_TVOC,SGP30_7_CO2,SGP30_7_TVOC,SGP30_8_CO2,SGP30_8_TVOC,SGP30_9_CO2,SGP30_9_TVOC,SGP30_10_CO2,SGP30_10_TVOC
0,32.7,31.37,135475.92,400,96,400,77,400,9,400,24,400,40,400,117
1000,32.71,31.36,135475.92,400,100,400,85,400,8,400,24,400,45,400,120
2000,32.71,31.35,135475.92,400,105,400,82,400,8,400,19,400,37,400,117
3000,32.71,31.36,135914.0,400,100,400,85,400,7,400,18,400,37,400,120
4000,32.71,31.34,135149.21,400,104,400,88,400,2,400,19,400,38,400,124
5000,32.71,31.33,135914.0,400,105,400,83,400,2,400,24,400,36,400,118
6001,32.71,31.33,136798.71,400,102,400,79,400,0,400,21,400,37,400,123
7001,32.71,31.31,136354.92,400,101,400,81,400,0,400,15,400,39,400,122
8001,32.71,31.31,135694.61,400,100,400,88,400,4,400,16,400,34,400,116
9001,32.71,31.31,136354.92,400,103,400,83,400,0,400,19,400,38,400,126
