timestamp,BME680_temp,BME680_humidity,BME680_gas,SGP30_5_CO2,SGP30_5_TVOC,SGP30_6_CO2,SGP30_6_TVOC,SGP30_7_CO2,SGP30_7_TVOC,SGP30_8_CO2,SGP30_8_TVOC,SGP30_9_CO2,SGP30_9_TVOC,SGP30_10_CO2,SGP30_10_TVOC
0,32.46,35.01,36554.21,40921,34589,29404,22284,4391,6067,1826,3880,23386,22250,27011,25596
1000,32.46,34.99,36554.21,40712,35251,28211,21727,4317,6052,1816,3800,24048,22947,27260,25700
2000,32.46,34.99,36522.48,40801,34589,27370,21134,4271,6067,1891,3870,25288,24446,26088,25108
3000,32.46,34.99,36713.7,40235,35182,26598,20681,4194,5992,1987,4046,25812,24550,24778,23295
4000,32.47,34.97,36490.81,40175,34798,25771,19426,3883,5776,2155,4247,26047,24585,22201,20820
5000,32.47,34.98,36301.9,40294,35042,24861,19078,3436,5415,2435,4292,26557,25108,19678,19008
6001,32.47,34.97,36177.05,40414,35391,24213,17858,2950,5079,2511,4452,27191,25561,18576,18624
7001,32.47,34.98,36083.97,39668,34101,23097,17265,2678,4909,2398,4437,27935,26816,19210,18485
8001,32.47,34.97,35838.08,38265,34066,22793,16568,2730,4974,2428,4452,28718,27199,21291,20820
9001,32.47,34.99,35415.76,37370,33753,21084,15918,2982,5094,2575,4482,30478,28175,23951,23191
