timestamp,BME680_temp,BME680_humidity,BME680_gas,SGP30_5_CO2,SGP30_5_TVOC,SGP30_6_CO2,SGP30_6_TVOC,SGP30_7_CO2,SGP30_7_TVOC,SGP30_8_CO2,SGP30_8_TVOC,SGP30_9_CO2,SGP30_9_TVOC,SGP30_10_CO2,SGP30_10_TVOC
0,31.52,34.94,39842.66,1458,4146,535,2930,400,1575,1687,3830,1671,4287,893,4086
1000,31.53,34.93,39994.15,1429,4076,512,2955,400,1766,1651,3800,1623,4201,969,4191
2000,31.53,34.91,40262.05,1374,4061,510,2944,400,1963,1606,3895,1516,4101,966,4216
3000,31.53,34.91,40455.62,1357,4091,502,2921,400,2193,1604,3850,1377,3901,888,4121
4000,31.53,34.91,40416.76,1317,4031,477,2946,527,2464,1629,3956,1228,3735,828,3926
5000,31.53,34.89,40339.26,1290,3911,453,2858,689,2697,1667,3941,1136,3600,780,3855
6001,31.54,34.88,40377.97,1278,3916,416,2826,814,2914,1557,3730,1055,3469,764,3825
7001,31.54,34.89,40339.26,1237,3956,400,2801,942,3178,1353,3559,1007,3439,750,3760
8001,31.54,34.88,40339.26,1248,3971,402,2803,975,3264,1129,3193,1033,3514,745,3770
9001,31.54,34.88,40108.53,1234,3936,453,2808,977,3329,935,3022,1055,3534,713,3640
