timestamp,BME680_temp,BME680_humidity,BME680_gas,SGP30_5_CO2,SGP30_5_TVOC,SGP30_6_CO2,SGP30_6_TVOC,SGP30_7_CO2,SGP30_7_TVOC,SGP30_8_CO2,SGP30_8_TVOC,SGP30_9_CO2,SGP30_9_TVOC,SGP30_10_CO2,SGP30_10_TVOC
0,32.26,35.44,26832.98,16908,16064,698,2060,3368,5415,41428,26677,57330,43547,57330,40271
1000,32.26,35.44,26970.58,18010,16951,726,2053,3380,5470,39936,25422,57330,43896,57330,41073
2000,32.26,35.44,27127.08,19154,17579,746,2083,3397,5370,30419,21064,57330,43757,57330,41351
3000,32.27,35.43,27214.81,20505,18868,847,2230,3402,5320,21732,15062,57330,44279,57330,41038
4000,32.27,35.42,27232.42,21622,20437,1375,2551,3031,5079,13103,12428,57330,44489,57330,40131
5001,32.27,35.43,27320.84,22380,20646,2357,3143,2015,4352,10109,10728,57330,44001,57330,39609
6001,32.27,35.41,27463.5,23552,21657,4231,4748,1514,3655,8394,9490,57330,43896,55779,38319
7001,32.27,35.4,27589.56,24544,23051,6860,6062,1141,3168,7224,8713,57330,43408,53690,37517
8001,32.27,35.4,27937.63,26157,24829,9263,7273,854,2941,6923,8612,57330,43513,51661,37029
9001,32.28,35.39,28275.58,27645,26572,10792,8905,742,2771,7138,8725,57330,42502,50617,37169
