timestamp,BME680_temp,BME680_humidity,BME680_gas,SGP30_5_CO2,SGP30_5_TVOC,SGP30_6_CO2,SGP30_6_TVOC,SGP30_7_CO2,SGP30_7_TVOC,SGP30_8_CO2,SGP30_8_TVOC,SGP30_9_CO2,SGP30_9_TVOC,SGP30_10_CO2,SGP30_10_TVOC
0,31.91,34.17,38564.5,400,1660,400,2124,400,2443,2190,4552,759,2884,400,1255
1000,31.91,34.15,38599.88,400,1612,400,2090,400,2450,2204,4603,746,2835,400,1237
2000,31.92,34.16,38493.93,400,1549,400,2110,400,2526,2165,4608,719,2844,400,1230
3000,31.92,34.16,38742.05,400,1522,400,2131,400,2561,2041,4643,706,2814,400,1255
4000,31.92,34.15,38635.32,400,1529,400,2101,413,2558,1968,4442,682,2775,400,1242
5001,31.92,34.15,38742.05,400,1522,400,2115,429,2591,1905,4397,665,2752,400,1247
6001,31.92,34.16,38564.5,400,1506,400,2120,459,2627,1838,4267,665,2729,400,1247
7001,31.93,34.16,38458.75,400,1552,400,2140,477,2639,1766,4332,655,2780,400,1263
8001,31.93,34.15,38529.18,400,1561,400,2120,489,2658,1740,4181,647,2764,400,1252
9001,31.93,34.13,38283.78,400,1596,400,2122,479,2658,1718,4211,638,2731,400,1269
