timestamp,BME680_temp,BME680_humidity,BME680_gas,SGP30_5_CO2,SGP30_5_TVOC,SGP30_6_CO2,SGP30_6_TVOC,SGP30_7_CO2,SGP30_7_TVOC,SGP30_8_CO2,SGP30_8_TVOC,SGP30_9_CO2,SGP30_9_TVOC,SGP30_10_CO2,SGP30_10_TVOC
0,31.59,34.73,41657.26,1154,3890,1458,4853,1104,3660,739,2535,673,2805,400,2768
1000,31.6,34.74,41906.2,1099,3790,1424,4803,1378,4121,788,2616,625,2754,400,2715
2000,31.6,34.74,41698.54,1052,3735,1417,4858,1557,4437,850,2720,602,2662,400,2718
3000,31.6,34.73,41781.36,1002,3670,1386,4753,1708,4648,984,2803,611,2685,400,2646
4000,31.6,34.72,41906.2,953,3615,1341,4788,1758,4838,1176,2951,619,2713,400,2577
5001,31.6,34.71,41989.84,930,3549,1324,4758,1723,4853,1304,3055,665,2803,400,2591
6001,31.61,34.73,41864.5,939,3575,1278,4693,1650,4658,1349,3123,705,2861,400,2588
7001,31.61,34.72,41739.91,954,3554,1276,4623,1522,4598,1232,2992,753,2907,400,2667
8001,31.61,34.72,41657.26,961,3504,1263,4588,1275,4211,905,2865,795,2930,401,2727
9001,31.61,34.71,41411.25,995,3564,1264,4663,796,3554,675,2591,838,2953,435,2745
