timestamp,BME680_temp,BME680_humidity,BME680_gas,SGP30_5_CO2,SGP30_5_TVOC,SGP30_6_CO2,SGP30_6_TVOC,SGP30_7_CO2,SGP30_7_TVOC,SGP30_8_CO2,SGP30_8_TVOC,SGP30_9_CO2,SGP30_9_TVOC,SGP30_10_CO2,SGP30_10_TVOC
0,31.63,35.78,52795.62,33790,38737,57330,53029,24737,23783,1369,2865,14509,14432,27811,28140
1000,31.63,35.79,51787.36,39280,42118,57330,53238,16150,15782,1260,2808,13186,13813,27894,28175
2000,31.64,35.76,51001.87,41547,42676,57330,52994,10960,13610,1104,2713,11875,13610,28417,28419
3000,31.64,35.76,50481.21,41159,42467,56912,52645,8626,12045,843,2464,11638,13452,29315,29221
4000,31.64,35.76,49471.14,36833,39957,54734,51355,6084,10132,677,2279,11470,13194,31016,29918
5001,31.64,35.76,48444.81,30240,36994,51811,49857,4582,8680,534,2097,11557,13374,33432,30546
6001,31.65,35.77,47035.31,26846,34868,47902,48288,4418,8398,417,1946,12042,13633,35043,31696
7001,31.65,35.77,45436.05,26901,35739,45098,46719,4391,8319,400,1843,13145,14038,36087,32428
8001,31.65,35.79,43781.27,28808,36994,43755,46127,3780,7194,428,1856,13172,14015,36087,32428
9001,31.65,35.82,42757.94,33909,39469,43695,46162,4271,7948,574,2002,12786,13678,35163,31975
