timestamp,BME680_temp,BME680_humidity,BME680_gas,SGP30_5_CO2,SGP30_5_TVOC,SGP30_6_CO2,SGP30_6_TVOC,SGP30_7_CO2,SGP30_7_TVOC,SGP30_8_CO2,SGP30_8_TVOC,SGP30_9_CO2,SGP30_9_TVOC,SGP30_10_CO2,SGP30_10_TVOC
0,32.13,33.7,26068.23,911,607,615,236,688,337,1205,896,1783,1277,936,840
1000,32.14,33.7,25987.73,903,623,630,247,702,358,1252,911,1782,1286,958,871
2000,32.14,33.71,25686.29,904,642,647,248,706,360,1275,928,1807,1311,925,861
3000,32.14,33.7,25733.42,925,654,646,271,714,377,1312,962,1798,1294,936,860
4000,32.14,33.69,25514.95,948,682,647,302,724,380,1334,963,1812,1311,939,866
5001,32.14,33.7,25163.97,954,701,647,309,739,389,1359,990,1803,1296,940,872
6001,32.15,33.69,24925.45,966,715,657,327,748,410,1374,1012,1815,1323,954,887
7001,32.15,33.68,24676.94,944,737,672,337,766,428,1420,1045,1807,1322,953,894
8001,32.15,33.69,24547.36,945,750,681,352,778,438,1461,1071,1835,1353,979,911
9001,32.15,33.69,24180.57,948,747,696,368,794,453,1507,1099,1840,1344,973,907
