timestamp,BME680_temp,BME680_humidity,BME680_gas,SGP30_5_CO2,SGP30_5_TVOC,SGP30_6_CO2,SGP30_6_TVOC,SGP30_7_CO2,SGP30_7_TVOC,SGP30_8_CO2,SGP30_8_TVOC,SGP30_9_CO2,SGP30_9_TVOC,SGP30_10_CO2,SGP30_10_TVOC
0,32.27,33.34,27005.2,1909,1880,2327,2507,1507,1476,742,838,2037,1946,1931,2290
1000,32.27,33.33,27445.59,1904,1900,2396,2505,1503,1462,736,806,2025,1898,1948,2330
2000,32.27,33.31,28199.78,1875,1870,2418,2579,1517,1489,725,796,2018,1926,1940,2337
3000,32.27,33.3,28996.59,1841,1856,2469,2600,1515,1496,718,778,2025,1905,1959,2344
4000,32.27,33.3,29945.93,1839,1868,2501,2611,1506,1510,710,779,2035,1889,1979,2380
5001,32.27,33.27,30846.04,1821,1861,2563,2609,1506,1501,708,759,2017,1928,1972,2383
6001,32.27,33.27,31706.09,1802,1877,2597,2653,1504,1501,695,736,1998,1873,1996,2429
7001,32.27,33.27,32590.22,1760,1810,2622,2671,1504,1510,675,721,2005,1919,1991,2417
8001,32.27,33.25,33445.11,1745,1873,2717,2701,1513,1508,671,708,2003,1940,2002,2457
9001,32.28,33.25,34067.97,1709,1840,2734,2724,1506,1519,671,688,1984,1863,2035,2484
