timestamp,BME680_temp,BME680_humidity,BME680_gas,SGP30_5_CO2,SGP30_5_TVOC,SGP30_6_CO2,SGP30_6_TVOC,SGP30_7_CO2,SGP30_7_TVOC,SGP30_8_CO2,SGP30_8_TVOC,SGP30_9_CO2,SGP30_9_TVOC,SGP30_10_CO2,SGP30_10_TVOC
0,31.7,36.87,27250.06,57330,51948,11782,10695,48738,19322,54854,18520,57330,33822,57330,39504
1000,31.7,36.87,26528.45,57330,51216,11064,10346,52407,21866,57330,20820,57330,33125,57330,35948
2000,31.7,36.89,25923.68,57330,50798,10682,9828,56107,24167,57330,23574,57330,32358,57330,34938
3000,31.71,36.9,25453.21,57330,50205,10948,10019,57330,25840,57330,25143,57330,32079,57330,34973
4000,31.71,36.92,25179.03,57330,50484,12249,10886,57330,26746,57330,26851,57330,32288,57330,34380
5000,31.71,36.92,24676.94,57330,50833,14702,11618,57330,27095,57330,27443,57330,31800,57330,34624
6001,31.71,36.94,24348.49,57330,51390,17363,12372,57330,27513,57330,28175,57330,32149,57330,35670
7001,31.72,36.96,24278.24,57330,51042,19306,12856,57330,27478,57330,27757,57330,32533,57330,36820
8001,31.72,36.96,23973.9,57330,51146,20657,13239,56763,27409,57330,27687,57330,33195,57330,38702
9001,31.72,36.95,23730.52,57330,51530,21939,13723,55391,26781,57330,26432,57330,35042,57330,40550
