timestamp,BME680_temp,BME680_humidity,BME680_gas,SGP30_5_CO2,SGP30_5_TVOC,SGP30_6_CO2,SGP30_6_TVOC,SGP30_7_CO2,SGP30_7_TVOC,SGP30_8_CO2,SGP30_8_TVOC,SGP30_9_CO2,SGP30_9_TVOC,SGP30_10_CO2,SGP30_10_TVOC
0,32.35,33.33,38813.53,400,1049,400,365,400,784,729,3339,404,2708,400,1667
1000,32.36,33.33,39029.56,400,1033,400,369,400,857,735,3339,400,2731,400,1637
2000,32.36,33.31,39065.8,400,1007,400,361,400,906,741,3374,400,2694,400,1679
3000,32.36,33.33,39065.8,400,1027,400,342,400,945,748,3424,400,2676,400,1630
4000,32.36,33.31,38993.39,400,1020,400,322,400,990,756,3459,400,2667,400,1637
5001,32.36,33.31,38921.24,400,1001,400,311,400,1022,756,3464,400,2662,400,1589
6001,32.37,33.31,38993.39,400,991,400,302,400,1054,781,3499,400,2674,400,1568
7001,32.37,33.31,38921.24,400,997,400,299,400,1073,803,3529,400,2711,400,1531
8001,32.37,33.32,38885.27,400,967,400,294,400,1091,830,3680,400,2655,400,1503
9001,32.37,33.31,38921.24,400,972,400,286,400,1071,890,3680,400,2641,400,1473
