timestamp,BME680_temp,BME680_humidity,BME680_gas,SGP30_5_CO2,SGP30_5_TVOC,SGP30_6_CO2,SGP30_6_TVOC,SGP30_7_CO2,SGP30_7_TVOC,SGP30_8_CO2,SGP30_8_TVOC,SGP30_9_CO2,SGP30_9_TVOC,SGP30_10_CO2,SGP30_10_TVOC
0,32.02,33.95,39804.97,400,1845,400,598,400,911,639,2803,662,2863,400,2487
1000,32.02,33.94,39918.26,400,1806,400,584,400,866,625,2784,659,2835,400,2473
2000,32.03,33.94,40185.15,400,1755,400,561,400,849,634,2768,664,2865,400,2447
3000,32.03,33.94,40223.56,400,1709,400,552,400,847,681,2881,651,2821,400,2431
4000,32.03,33.92,40494.56,400,1693,400,552,400,883,720,2886,628,2861,400,2401
5000,32.03,33.91,40611.82,400,1639,400,546,400,896,767,2928,595,2796,400,2378
6001,32.03,33.91,40690.37,400,1621,400,538,400,944,797,2995,560,2745,400,2332
7001,32.03,33.91,40729.76,400,1596,400,547,400,1010,806,2997,547,2697,400,2334
8001,32.04,33.91,40611.82,400,1584,400,529,400,1022,830,3034,538,2724,400,2360
9001,32.04,33.91,40611.82,400,1559,400,535,400,1064,854,3068,545,2718,400,2367
