timestamp,BME680_temp,BME680_humidity,BME680_gas,SGP30_5_CO2,SGP30_5_TVOC,SGP30_6_CO2,SGP30_6_TVOC,SGP30_7_CO2,SGP30_7_TVOC,SGP30_8_CO2,SGP30_8_TVOC,SGP30_9_CO2,SGP30_9_TVOC,SGP30_10_CO2,SGP30_10_TVOC
0,31.8,36.18,27607.67,53660,49613,28238,39783,3085,6528,9941,10965,20767,18032,24971,24968
1000,31.8,36.16,27753.35,53959,49125,26240,37378,4415,7971,11672,12259,20933,17683,24875,24968
2000,31.8,36.16,27882.09,51721,48358,25151,36785,7520,10616,15323,13464,21456,19391,24516,24446
3000,31.81,36.15,27680.32,46888,46406,24572,35670,9292,12068,17845,14240,21746,19112,24075,24376
4000,31.81,36.15,27409.83,44173,45151,24875,36402,8504,11145,19403,14601,21484,18206,23993,24411
5000,31.81,36.15,27250.06,43188,44210,25399,36123,7746,10728,20740,15366,20822,17927,23166,23539
6001,31.81,36.16,26832.98,42651,44558,25040,36158,7595,10661,22725,16143,20216,17509,22228,23191
7001,31.81,36.16,26362.23,41875,44105,24751,35705,5365,9017,23896,17091,20478,17858,21429,22180
8001,31.82,36.16,26279.9,40742,43687,24723,36123,3181,6523,23965,16428,20602,18102,21070,22110
9001,31.82,36.17,25971.69,40026,43513,25867,37901,1868,5415,21291,15602,20436,17509,20588,21727
