timestamp,BME680_temp,BME680_humidity,BME680_gas,SGP30_5_CO2,SGP30_5_TVOC,SGP30_6_CO2,SGP30_6_TVOC,SGP30_7_CO2,SGP30_7_TVOC,SGP30_8_CO2,SGP30_8_TVOC,SGP30_9_CO2,SGP30_9_TVOC,SGP30_10_CO2,SGP30_10_TVOC
0,32.29,32.41,129029.66,400,89,400,82,400,14,400,10,400,73,400,126
1000,32.29,32.4,129228.02,400,87,400,87,400,14,400,18,400,73,400,132
2000,32.29,32.39,129029.66,400,89,400,86,400,19,400,13,400,73,400,124
3000,32.3,32.39,128930.71,400,87,400,92,400,13,400,11,400,80,400,126
4000,32.3,32.38,129327.42,400,87,400,93,400,11,400,16,400,80,400,125
5000,32.3,32.38,128634.78,400,91,400,82,400,13,400,14,400,69,400,125
6001,32.3,32.37,129128.76,400,92,400,84,400,12,400,15,400,74,400,129
7001,32.3,32.37,129526.69,400,89,400,84,400,13,400,11,400,75,400,126
8001,32.3,32.37,129626.56,400,91,400,85,400,11,400,7,400,78,400,124
9001,32.31,32.37,129228.02,400,90,400,89,400,10,400,12,400,73,400,126
