timestamp,BME680_temp,BME680_humidity,BME680_gas,SGP30_5_CO2,SGP30_5_TVOC,SGP30_6_CO2,SGP30_6_TVOC,SGP30_7_CO2,SGP30_7_TVOC,SGP30_8_CO2,SGP30_8_TVOC,SGP30_9_CO2,SGP30_9_TVOC,SGP30_10_CO2,SGP30_10_TVOC
0,31.88,36.13,26035.97,29434,38319,28211,38981,25013,25666,6918,9400,8782,12361,20326,21831
1000,31.88,36.12,26511.73,29912,38110,28307,39260,25909,25875,7948,10132,8979,12327,18796,19914
2000,31.88,36.08,26970.58,29703,38389,28555,39574,24737,24655,8684,10593,9674,12833,17914,19810
3000,31.88,36.07,27232.42,29434,37796,28445,40027,23814,24132,8765,10503,10578,13430,17707,19844
4000,31.89,36.05,27625.79,28431,37343,28031,39330,24006,24341,8516,10132,11354,14105,18203,20716
5000,31.89,36.03,27662.12,27384,36158,28100,39330,23993,24585,7914,9828,11667,14049,18865,21274
6001,31.89,36.02,28030.7,26805,35356,27963,39365,24006,25247,7723,9625,12193,14432,19665,21657
7001,31.89,36.01,28030.7,25950,35042,27356,38423,24186,25178,7746,9738,13420,14905,19926,21413
8001,31.89,36.0,28068.09,24310,33439,25564,36785,24889,25596,8910,10762,14551,15130,20560,22842
9001,31.9,35.99,27956.2,21332,29849,22821,33753,24406,25247,10780,12113,15254,15355,21277,22982
