timestamp,BME680_temp,BME680_humidity,BME680_gas,SGP30_5_CO2,SGP30_5_TVOC,SGP30_6_CO2,SGP30_6_TVOC,SGP30_7_CO2,SGP30_7_TVOC,SGP30_8_CO2,SGP30_8_TVOC,SGP30_9_CO2,SGP30_9_TVOC,SGP30_10_CO2,SGP30_10_TVOC
0,32.14,35.67,24691.42,27370,36959,1695,7216,4403,10008,11284,13497,14399,15501,18507,20960
1000,32.15,35.67,24576.04,26612,35635,1184,6533,5817,11674,9414,12113,11493,14409,18644,21239
2000,32.15,35.68,24619.18,25454,35007,1268,6794,7775,13036,7867,11021,10392,13779,18520,20542
3000,32.15,35.68,24676.94,24834,34206,1897,8680,8655,13666,5475,9276,9466,13126,17941,20786
4000,32.15,35.69,25133.91,24627,34101,3684,11865,8742,13475,4123,7318,8557,12361,16287,18346
5001,32.15,35.68,25592.55,24778,34310,6309,14837,8116,12991,3179,6443,7972,12135,13724,16210
6001,32.15,35.66,26165.5,24999,34415,9790,19531,7966,13081,2867,6253,7746,11967,11041,15085
7001,32.16,35.62,26884.41,24875,34589,12607,25073,8058,13070,3095,6443,7792,12000,9912,14454
8001,32.16,35.62,27481.44,24751,34310,16439,28036,7682,12777,3613,6854,8116,12293,9367,14218
9001,32.16,35.59,28237.63,24958,34694,19072,30337,6199,11618,3981,7081,8186,12214,9205,14364
