timestamp,BME680_temp,BME680_humidity,BME680_gas,SGP30_5_CO2,SGP30_5_TVOC,SGP30_6_CO2,SGP30_6_TVOC,SGP30_7_CO2,SGP30_7_TVOC,SGP30_8_CO2,SGP30_8_TVOC,SGP30_9_CO2,SGP30_9_TVOC,SGP30_10_CO2,SGP30_10_TVOC
0,32.31,33.42,38564.5,400,955,400,327,400,855,400,2854,516,2814,400,1729
1000,32.31,33.42,38458.75,400,954,400,341,400,895,400,2858,512,2812,400,1759
2000,32.31,33.42,38318.65,400,954,400,350,400,918,400,2828,485,2778,400,1776
3000,32.32,33.41,38423.63,400,992,400,367,400,930,404,2810,466,2794,400,1759
4000,32.32,33.41,38283.78,400,997,400,370,400,964,426,2842,427,2745,400,1750
5000,32.32,33.41,38318.65,400,1005,400,375,400,979,456,2902,400,2729,400,1776
6001,32.32,33.41,38388.57,400,986,400,392,400,1005,483,2891,400,2711,400,1757
7001,32.32,33.42,38283.78,400,1032,400,380,400,1017,497,2886,400,2655,400,1753
8001,32.32,33.41,38283.78,400,1017,400,378,400,1038,527,2951,400,2614,400,1778
9001,32.33,33.41,38214.24,400,1063,400,367,400,1045,552,2992,400,2593,400,1743
