timestamp,BME680_temp,BME680_humidity,BME680_gas,SGP30_5_CO2,SGP30_5_TVOC,SGP30_6_CO2,SGP30_6_TVOC,SGP30_7_CO2,SGP30_7_TVOC,SGP30_8_CO2,SGP30_8_TVOC,SGP30_9_CO2,SGP30_9_TVOC,SGP30_10_CO2,SGP30_10_TVOC
0,32.81,31.05,137582.33,400,99,400,86,400,10,400,7,400,40,400,118
1000,32.81,31.05,137469.84,400,100,400,87,400,9,400,4,400,42,400,123
2000,32.81,31.05,137695.01,400,101,400,88,400,16,400,2,400,44,400,126
3000,32.81,31.06,137021.69,400,106,400,82,400,11,400,5,400,39,400,125
4000,32.81,31.05,138034.16,400,108,400,81,400,13,400,10,400,42,400,130
5001,32.81,31.05,137357.53,400,102,400,83,400,12,400,0,400,39,400,126
6001,32.81,31.05,137920.93,400,100,400,85,400,12,400,2,400,48,400,126
7001,32.81,31.05,136576.45,400,102,400,83,400,13,400,12,400,37,400,125
8001,32.81,31.05,136798.71,400,102,400,85,400,12,400,9,400,45,400,124
9001,32.81,31.04,137133.45,400,103,400,89,400,13,400,10,400,38,400,129
