timestamp,BME680_temp,BME680_humidity,BME680_gas,SGP30_5_CO2,SGP30_5_TVOC,SGP30_6_CO2,SGP30_6_TVOC,SGP30_7_CO2,SGP30_7_TVOC,SGP30_8_CO2,SGP30_8_TVOC,SGP30_9_CO2,SGP30_9_TVOC,SGP30_10_CO2,SGP30_10_TVOC
0,32.44,33.17,39692.31,400,796,400,243,400,430,400,2270,641,2967,400,1612
1000,32.44,33.16,40032.21,400,854,400,304,400,387,400,1993,661,2976,400,1683
2000,32.44,33.15,40690.37,400,961,400,423,400,364,400,1981,621,2955,400,1603
3000,32.45,33.13,41452.05,400,980,400,524,400,385,400,2159,423,2748,400,1260
4000,32.45,33.11,42714.53,400,940,400,632,400,435,400,2355,400,2542,400,1131
5000,32.45,33.08,44148.79,400,918,400,774,400,511,400,2591,400,2401,400,1005
6001,32.45,33.04,44807.02,400,843,400,865,400,592,400,2775,400,2390,400,948
7001,32.45,33.02,45485.17,400,726,400,868,400,759,466,2854,400,2327,400,955
8001,32.46,33.01,45782.14,400,614,400,810,400,923,510,2879,400,2394,400,958
9001,32.46,32.99,45932.08,400,567,400,730,400,1056,507,2877,400,2427,400,950
