timestamp,BME680_temp,BME680_humidity,BME680_gas,SGP30_5_CO2,SGP30_5_TVOC,SGP30_6_CO2,SGP30_6_TVOC,SGP30_7_CO2,SGP30_7_TVOC,SGP30_8_CO2,SGP30_8_TVOC,SGP30_9_CO2,SGP30_9_TVOC,SGP30_10_CO2,SGP30_10_TVOC
0,31.83,36.57,21891.78,54645,36925,3647,5179,19596,13182,24310,14432,57330,45813,57330,56305
1000,31.83,36.56,22168.88,53451,35565,4641,5766,15626,12102,21443,13385,57330,45430,57330,56201
2000,31.83,36.54,22573.67,53034,36053,5447,6132,13282,11381,20877,13295,57330,45674,57330,56584
3000,31.83,36.52,22794.02,53720,36193,6391,6323,12648,11280,21829,13633,57330,45674,57330,56793
4000,31.83,36.5,23069.24,55063,37378,7161,6644,13034,11269,23042,14015,57330,45674,57330,56793
5001,31.84,36.47,23403.2,57330,38040,7618,6839,14137,11663,24641,14420,57330,45186,57330,56061
6001,31.84,36.44,23690.43,57330,39295,7219,6684,16163,12180,26570,15152,57330,45569,57330,55573
7001,31.84,36.43,23838.08,57330,39713,6622,6574,17762,12552,28486,15636,57330,45534,57330,55364
8001,31.84,36.4,23932.99,57330,40271,6014,6393,19210,12788,31224,16154,57330,45081,57330,55503
9001,31.85,36.38,24001.25,57330,40829,5638,6303,20230,13317,33850,16882,57330,45046,57330,55225
