timestamp,BME680_temp,BME680_humidity,BME680_gas,SGP30_5_CO2,SGP30_5_TVOC,SGP30_6_CO2,SGP30_6_TVOC,SGP30_7_CO2,SGP30_7_TVOC,SGP30_8_CO2,SGP30_8_TVOC,SGP30_9_CO2,SGP30_9_TVOC,SGP30_10_CO2,SGP30_10_TVOC
0,32.19,35.2,36301.9,28224,38633,15088,27165,4273,8939,4710,7926,6854,11122,5348,11516
1000,32.19,35.2,35807.58,28293,39260,16673,28315,4496,9254,4344,7228,6547,10942,5151,11651
2000,32.19,35.21,35595.53,28224,39121,17721,29744,4315,9074,4001,6905,6130,10514,5667,12000
3000,32.2,35.23,35356.23,28156,38911,18562,30580,4111,8747,3844,6814,5545,10132,6767,12496
4000,32.2,35.23,35090.84,28128,39260,18975,30755,4153,8804,3964,6900,5174,9895,7416,12901
5001,32.2,35.22,35120.14,28348,39295,19099,30964,4364,9186,4310,7239,5058,9918,7479,12822
6001,32.2,35.21,34858.27,28238,39051,18865,31034,4813,9997,4945,8646,5516,10312,7416,12743
7001,32.21,35.22,34543.46,27604,38389,17487,28942,5945,10999,6535,9794,6408,10796,7201,12698
8001,32.21,35.24,33985.41,27039,37343,15033,26502,7138,11843,7613,10492,7699,11843,7149,12631
9001,32.21,35.25,33339.11,26874,38249,11030,21552,7954,12439,7966,10796,8962,12586,7711,12923
