timestamp,BME680_temp,BME680_humidity,BME680_gas,SGP30_5_CO2,SGP30_5_TVOC,SGP30_6_CO2,SGP30_6_TVOC,SGP30_7_CO2,SGP30_7_TVOC,SGP30_8_CO2,SGP30_8_TVOC,SGP30_9_CO2,SGP30_9_TVOC,SGP30_10_CO2,SGP30_10_TVOC
0,32.31,34.91,39029.56,22394,33787,18851,30441,3193,6162,400,1623,5829,10447,8279,13407
1000,32.31,34.89,40146.8,20919,32672,20657,33021,4315,7216,400,1296,5597,10357,8643,13542
2000,32.31,34.85,41574.93,19403,30720,22408,34763,4742,8004,400,1141,5620,10154,9118,13936
3000,32.31,34.82,43330.39,17390,28594,24227,36890,4639,7937,400,1033,5452,10064,9587,14297
4000,32.31,34.77,45633.17,15943,27409,24985,37413,3534,6649,400,981,5296,9997,10132,14657
5000,32.31,34.74,47783.92,15226,26537,25275,37761,2972,6238,400,933,5197,9974,10775,15006
6001,32.31,34.67,50420.65,14744,26189,24420,36890,2833,6062,400,866,5238,9940,11296,15355
7001,32.32,34.63,52466.11,12593,24167,23483,36018,1823,5139,400,778,5001,9783,11667,15659
8001,32.32,34.57,54720.14,9292,16638,22201,34659,1128,4126,400,695,4830,9479,11875,15963
9001,32.32,34.53,56790.28,6964,14995,20547,33125,785,3549,400,634,4697,9445,12069,15895
