timestamp,BME680_temp,BME680_humidity,BME680_gas,SGP30_5_CO2,SGP30_5_TVOC,SGP30_6_CO2,SGP30_6_TVOC,SGP30_7_CO2,SGP30_7_TVOC,SGP30_8_CO2,SGP30_8_TVOC,SGP30_9_CO2,SGP30_9_TVOC,SGP30_10_CO2,SGP30_10_TVOC
0,31.35,37.97,26495.04,57330,34415,17225,10289,1593,2593,2029,2720,57330,29221,57330,27269
1000,31.36,37.96,27303.11,57330,34554,16618,10143,1477,2505,1934,2581,57330,30092,57330,28663
2000,31.37,37.91,28180.89,57330,34206,17252,10222,1347,2404,2104,2651,57330,30092,57330,30023
3000,31.38,37.89,29218.09,57330,34066,18107,10616,1231,2290,2995,2831,57330,29500,57330,31696
4000,31.39,37.84,30052.87,57330,35077,19485,10852,1168,2265,4040,3078,57330,28803,57330,32672
5000,31.4,37.78,30755.85,57330,35007,20285,11257,1329,2242,4607,3419,57330,27792,57330,33543
6001,31.4,37.73,31421.95,57330,34798,20933,11336,1697,2438,6072,4021,57330,26990,57330,33892
7001,31.41,37.68,31922.6,57330,35251,20850,11269,2224,2701,8429,4778,57330,25700,57330,34066
8001,31.42,37.64,32240.59,57330,35426,20533,11359,3301,2978,10503,5435,57330,25770,57330,33404
9001,31.42,37.6,32339.72,57330,36158,20216,11336,4253,3514,12607,6152,57330,27060,57330,33543
