timestamp,BME680_temp,BME680_humidity,BME680_gas,SGP30_5_CO2,SGP30_5_TVOC,SGP30_6_CO2,SGP30_6_TVOC,SGP30_7_CO2,SGP30_7_TVOC,SGP30_8_CO2,SGP30_8_TVOC,SGP30_9_CO2,SGP30_9_TVOC,SGP30_10_CO2,SGP30_10_TVOC
0,31.45,35.1,41452.05,682,2937,1405,4959,1582,5280,400,1593,1247,3384,1353,4843
1000,31.45,35.09,41492.93,708,2967,1375,4853,1336,5004,400,1702,1320,3504,1371,4873
2000,31.45,35.08,41248.86,713,2974,1352,4858,1250,4949,400,1665,1329,3489,1424,5029
3000,31.45,35.07,41289.34,688,2944,1386,4828,1100,4678,400,1598,1324,3504,1452,5044
4000,31.46,35.06,41208.46,668,2893,1401,4838,766,4166,400,1540,1276,3464,1477,5099
5000,31.46,35.05,41087.73,677,2907,1390,4893,607,3720,400,1531,1269,3494,1465,5154
6001,31.46,35.04,40967.71,697,2925,1381,4899,550,3524,400,1591,1263,3479,1476,5064
7001,31.47,35.05,41007.64,746,2990,1336,4728,564,3469,400,1746,1270,3429,1469,5149
8001,31.47,35.04,40888.08,795,3055,1240,4663,583,3539,421,1845,1293,3504,1467,5099
9001,31.47,35.03,40494.56,817,3083,1088,4442,614,3514,536,2011,1356,3610,1449,5129
