timestamp,BME680_temp,BME680_humidity,BME680_gas,SGP30_5_CO2,SGP30_5_TVOC,SGP30_6_CO2,SGP30_6_TVOC,SGP30_7_CO2,SGP30_7_TVOC,SGP30_8_CO2,SGP30_8_TVOC,SGP30_9_CO2,SGP30_9_TVOC,SGP30_10_CO2,SGP30_10_TVOC
0,32.49,32.79,17283.09,6089,5656,3211,4277,3095,4247,1540,2551,2776,2944,3618,5229
1000,32.49,32.78,17455.34,6003,5646,3193,4352,2995,4096,1500,2475,2766,2939,3623,5305
2000,32.49,32.79,17616.28,6003,5701,3201,4317,2941,4111,1450,2417,2695,2911,3640,5285
3000,32.49,32.79,17825.46,6141,5701,3176,4367,2860,4081,1412,2401,2705,2932,3667,5325
4000,32.49,32.78,18008.75,6182,5676,3223,4332,2825,4006,1396,2360,2734,2958,3660,5390
5000,32.5,32.79,18164.39,6199,5606,3220,4332,2739,3921,1361,2290,2717,2983,3657,5325
6001,32.5,32.77,18259.08,6153,5666,3196,4397,2644,3870,1318,2272,2739,2921,3699,5330
7001,32.5,32.79,18322.75,6234,5741,3233,4317,2560,3785,1280,2237,2710,2872,3694,5370
8001,32.5,32.78,18195.85,6304,5716,3260,4457,2519,3665,1259,2210,2742,2916,3667,5300
9001,32.5,32.78,18039.66,6199,5766,3267,4377,2425,3710,1246,2143,2749,2953,3660,5355
