timestamp,BME680_temp,BME680_humidity,BME680_gas,SGP30_5_CO2,SGP30_5_TVOC,SGP30_6_CO2,SGP30_6_TVOC,SGP30_7_CO2,SGP30_7_TVOC,SGP30_8_CO2,SGP30_8_TVOC,SGP30_9_CO2,SGP30_9_TVOC,SGP30_10_CO2,SGP30_10_TVOC
0,31.78,36.26,26595.52,47007,45778,40772,45639,4651,9265,9338,10402,15323,15107,13420,15951
1000,31.78,36.23,26987.88,48738,46022,41010,45674,3672,7284,9269,10301,15281,15343,14937,16324
2000,31.79,36.22,27553.43,48887,46231,40712,45987,2116,6072,9414,10447,15860,15355,15791,16533
3000,31.79,36.21,27826.77,49275,46894,40622,45430,1636,5420,9952,10953,16921,15884,16715,17614
4000,31.79,36.19,27808.38,49722,47033,39489,45081,1604,5375,10271,11055,17900,16143,17183,17927
5000,31.79,36.19,27753.35,49692,48009,37370,43896,1809,5646,10230,11010,19251,16533,18314,19496
6001,31.79,36.17,27643.94,51124,47695,35192,42537,2177,6052,9304,10289,20092,17265,19720,20681
7001,31.8,36.18,27285.4,51840,48393,33850,42502,2538,6122,8012,9231,20450,17683,21732,22459
8001,31.8,36.19,27162.1,52437,49055,33104,42083,2572,6207,7728,9017,20492,18206,23262,23748
9001,31.8,36.19,27374.17,53481,49508,31553,41805,2614,6127,8539,9963,20643,18206,24255,24550
