timestamp,BME680_temp,BME680_humidity,BME680_gas,SGP30_5_CO2,SGP30_5_TVOC,SGP30_6_CO2,SGP30_6_TVOC,SGP30_7_CO2,SGP30_7_TVOC,SGP30_8_CO2,SGP30_8_TVOC,SGP30_9_CO2,SGP30_9_TVOC,SGP30_10_CO2,SGP30_10_TVOC
0,32.58,32.6,10830.5,7410,7015,3439,5861,2651,3790,6495,5977,2909,3294,2462,4738
1000,32.58,32.61,10719.8,7375,6985,3341,5871,2813,4041,6333,5902,2877,3334,2423,4678
2000,32.58,32.62,10665.29,7277,7010,3211,5701,2955,4171,6107,5947,2874,3334,2435,4753
3000,32.58,32.6,10654.46,7213,6975,3122,5641,3125,4272,5858,5897,2830,3364,2457,4753
4000,32.58,32.61,10665.29,7236,7030,2999,5545,3287,4412,5568,5776,2887,3394,2460,4798
5000,32.58,32.6,10741.76,7080,6955,2985,5455,3414,4552,5279,5771,2847,3369,2438,4743
6001,32.58,32.61,10841.7,7109,6975,2896,5445,3549,4723,4977,5716,2840,3319,2423,4708
7001,32.58,32.61,10954.94,7178,6935,2845,5375,3723,4798,4908,5601,2825,3339,2411,4783
8001,32.58,32.62,11129.32,7184,6955,2784,5320,3809,5014,4737,5686,2798,3304,2381,4773
9001,32.58,32.6,11346.04,7143,6955,2739,5300,3979,5139,4523,5520,2764,3254,2406,4703
