timestamp,BME680_temp,BME680_humidity,BME680_gas,SGP30_5_CO2,SGP30_5_TVOC,SGP30_6_CO2,SGP30_6_TVOC,SGP30_7_CO2,SGP30_7_TVOC,SGP30_8_CO2,SGP30_8_TVOC,SGP30_9_CO2,SGP30_9_TVOC,SGP30_10_CO2,SGP30_10_TVOC
0,30.76,35.42,56867.11,400,0,400,0,400,0,400,0,400,0,400,0
1000,30.78,35.38,58246.18,400,0,400,0,400,0,400,0,400,0,400,0
2000,30.79,35.34,60249.99,400,0,400,0,400,0,400,0,400,0,400,0
3000,30.8,35.3,61800.25,400,0,400,0,400,0,400,0,400,0,400,0
4000,30.82,35.25,63480.31,400,0,400,0,400,0,400,0,400,0,400,0
5001,30.83,35.19,65001.97,400,0,400,0,400,0,400,0,400,0,400,0
6001,30.84,35.15,66335.61,400,0,400,0,400,0,400,0,400,0,400,0
7001,30.85,35.12,67616.16,400,0,400,0,400,0,400,0,400,0,400,0
8001,30.86,35.07,69402.52,400,0,400,0,400,0,400,0,400,0,400,0
9001,30.88,35.06,70449.44,400,0,400,0,400,0,400,0,400,0,400,0
