timestamp,BME680_temp,BME680_humidity,BME680_gas,SGP30_5_CO2,SGP30_5_TVOC,SGP30_6_CO2,SGP30_6_TVOC,SGP30_7_CO2,SGP30_7_TVOC,SGP30_8_CO2,SGP30_8_TVOC,SGP30_9_CO2,SGP30_9_TVOC,SGP30_10_CO2,SGP30_10_TVOC
0,32.46,32.94,12721.82,4104,4422,2398,3675,1816,2279,4386,3229,3100,2916,3360,4618
1000,32.46,32.94,12428.43,4015,4432,2339,3575,1855,2348,4590,3449,3095,2916,3375,4638
2000,32.46,32.94,12261.66,4008,4432,2281,3529,1901,2383,4702,3750,3139,2911,3390,4678
3000,32.46,32.94,12016.29,3959,4337,2239,3444,1949,2450,4813,3865,3230,2944,3424,4703
4000,32.46,32.94,11873.73,3966,4327,2136,3514,2013,2503,4899,4086,3240,2978,3426,4743
5001,32.46,32.94,11754.21,3912,4347,2121,3444,2066,2558,4966,4166,3311,3006,3404,4718
6001,32.46,32.94,11635.56,3925,4367,2040,3239,2217,2616,5047,4232,3338,2969,3402,4743
7001,32.46,32.94,11609.8,3900,4382,2002,3234,2357,2720,5169,4307,3409,3031,3409,4788
8001,32.46,32.93,11661.44,3900,4342,1960,3188,2467,2741,5197,4307,3498,3034,3412,4848
9001,32.46,32.92,11661.44,3900,4267,1926,3108,2599,2838,5273,4367,3542,3083,3466,4788
