timestamp,BME680_temp,BME680_humidity,BME680_gas,SGP30_5_CO2,SGP30_5_TVOC,SGP30_6_CO2,SGP30_6_TVOC,SGP30_7_CO2,SGP30_7_TVOC,SGP30_8_CO2,SGP30_8_TVOC,SGP30_9_CO2,SGP30_9_TVOC,SGP30_10_CO2,SGP30_10_TVOC
0,32.17,33.68,40888.08,400,1004,400,263,400,878,1173,4181,582,2842,400,1473
1000,32.17,33.66,41007.64,400,1015,400,252,400,822,1134,4171,596,2824,400,1515
2000,32.18,33.66,40651.05,400,1018,400,249,400,781,1073,3996,604,2844,400,1512
3000,32.18,33.66,40611.82,400,1029,400,256,400,742,971,3895,631,2858,400,1579
4000,32.18,33.65,40494.56,400,1007,400,260,400,685,895,3820,650,2914,400,1596
5000,32.18,33.66,40416.76,400,1010,400,276,400,653,846,3820,655,2932,400,1593
6001,32.18,33.64,40339.26,400,1039,400,287,400,616,825,3740,672,3020,400,1619
7001,32.18,33.64,40455.62,400,1013,400,271,400,574,824,3745,676,2976,400,1651
8001,32.18,33.64,40611.82,400,1001,400,281,400,569,829,3770,676,2992,400,1658
9001,32.19,33.64,40651.05,400,1014,400,260,400,574,847,3655,680,2935,400,1605
