timestamp,BME680_temp,BME680_humidity,BME680_gas,SGP30_5_CO2,SGP30_5_TVOC,SGP30_6_CO2,SGP30_6_TVOC,SGP30_7_CO2,SGP30_7_TVOC,SGP30_8_CO2,SGP30_8_TVOC,SGP30_9_CO2,SGP30_9_TVOC,SGP30_10_CO2,SGP30_10_TVOC
0,32.33,34.98,36301.9,53780,40968,28321,20402,3579,4733,3858,5395,33014,29360,48976,36855
1000,32.33,34.98,35899.24,52527,40515,27191,19078,3961,4954,3907,5525,34059,29605,51184,37831
2000,32.33,34.98,35505.41,51393,39609,26019,17404,4371,5355,3932,5515,36266,31138,52288,37901
3000,32.33,35.0,34974.17,50020,39051,24696,16951,4722,5656,3991,5525,38474,32010,52795,38284
4000,32.34,35.02,34543.46,48946,38249,23676,16053,4989,5786,4033,5520,41100,33334,52795,37866
5001,32.34,35.02,34040.41,47753,38598,22835,15659,5209,5972,4064,5606,42741,34136,52198,38249
6001,32.34,35.05,33659.16,47395,37866,22173,15479,5418,6022,4104,5731,44441,34310,50886,37273
7001,32.34,35.06,33286.36,47604,37796,22270,15940,5620,6147,4251,5821,44680,34450,49155,36437
8001,32.34,35.07,32895.98,47335,38423,22435,15681,6182,6303,4594,6067,43994,34066,44948,34833
9001,32.35,35.09,32590.22,47246,38179,23331,15884,6779,6533,4943,6303,42711,33543,38922,31800
