timestamp,BME680_temp,BME680_pressure,BME680_humidity,BME680_gas,SGP30_5_CO2,SGP30_5_TVOC,SGP30_6_CO2,SGP30_6_TVOC,SGP30_7_CO2,SGP30_7_TVOC,SGP30_8_CO2,SGP30_8_TVOC,SGP30_9_CO2,SGP30_9_TVOC,SGP30_10_CO2,SGP30_10_TVOC
0,33.65,1024.93,29.61,48002.2,400,657,566,2819,1345,3890,400,1030,400,267,400,322
1000,33.65,1024.94,29.59,48057.08,400,678,580,2844,1255,3901,462,1063,400,263,400,367
2000,33.65,1024.94,29.59,47974.81,400,701,580,2826,1118,3785,501,1064,400,252,400,407
3000,33.65,1024.93,29.59,47702.57,400,772,587,2856,916,3600,400,1025,400,251,400,451
4000,33.65,1024.94,29.59,47035.31,400,863,600,2819,777,3419,400,993,400,241,400,479
5000,33.65,1024.94,29.61,46083.0,400,941,626,2875,690,3178,400,990,400,244,400,525
6001,33.66,1024.94,29.61,44998.71,400,1025,653,2909,608,3038,400,996,400,245,400,567
7001,33.66,1024.94,29.59,44010.25,400,1101,677,2909,532,2946,400,979,400,248,400,601
8001,33.66,1024.93,29.6,43108.41,400,1156,683,2932,476,2872,400,940,400,247,400,677
9001,33.66,1024.93,29.61,42200.42,400,1194,673,2969,433,2826,400,966,400,252,400,728
