timestamp,BME680_temp,BME680_humidity,BME680_gas,SGP30_5_CO2,SGP30_5_TVOC,SGP30_6_CO2,SGP30_6_TVOC,SGP30_7_CO2,SGP30_7_TVOC,SGP30_8_CO2,SGP30_8_TVOC,SGP30_9_CO2,SGP30_9_TVOC,SGP30_10_CO2,SGP30_10_TVOC
0,32.13,35.51,29525.64,57330,45151,2553,5691,11418,10030,11586,10469,44232,33090,57330,46092
1000,32.13,35.52,29340.33,57330,43791,1935,5204,11707,10256,11973,10672,42383,32288,57330,46441
2000,32.14,35.52,29218.09,57330,42746,1794,4929,12828,10650,12772,11190,42383,31835,57330,46022
3000,32.14,35.52,29218.09,56644,42293,1750,4778,14192,11077,13820,11539,44292,32951,57330,46092
4000,32.14,35.53,29056.66,54794,41073,1603,4573,15750,11516,14330,11494,45098,33404,57330,46510
5000,32.14,35.52,28798.12,53422,40062,1462,4262,16673,11944,13434,11370,47395,33996,57330,46580
6001,32.14,35.52,28641.29,51035,39609,1362,4046,17487,12158,12497,11257,50289,35565,57330,47486
7001,32.14,35.54,28332.7,49275,38458,1098,3620,17693,12338,11070,10301,52855,36541,57330,48637
8001,32.14,35.54,28143.19,47216,37482,783,3113,17514,12282,9929,9378,54287,37552,57330,49299
9001,32.14,35.53,28068.09,43845,35914,677,2939,16563,12023,8788,8545,55510,37726,57330,49647
