timestamp,BME680_temp,BME680_humidity,BME680_gas,SGP30_5_CO2,SGP30_5_TVOC,SGP30_6_CO2,SGP30_6_TVOC,SGP30_7_CO2,SGP30_7_TVOC,SGP30_8_CO2,SGP30_8_TVOC,SGP30_9_CO2,SGP30_9_TVOC,SGP30_10_CO2,SGP30_10_TVOC
0,32.08,35.73,27179.65,57330,47068,43099,24202,14619,11629,8342,8680,50110,34659,57330,39609
1000,32.08,35.71,27517.39,57330,48149,48051,26851,12772,11010,7954,8432,51124,35774,57330,39853
2000,32.08,35.7,27863.63,57330,48497,51900,29047,10288,9479,7821,8128,51632,36715,57330,40863
3000,32.09,35.68,28256.59,57330,48253,54197,30337,7925,7892,7369,8027,54317,37203,57330,41770
4000,32.09,35.67,28660.8,57330,48881,56465,31661,6489,7138,6686,7441,56166,38563,57330,42955
5001,32.09,35.65,28897.01,57330,48915,57002,32358,5499,6714,5817,6915,57330,39121,57330,44279
6001,32.09,35.62,29299.47,57330,48950,57330,32498,4445,6192,4744,6423,57330,39713,57330,44210
7001,32.09,35.61,29755.33,57330,49613,57330,32742,3610,5691,4047,5947,57330,40968,57330,44349
8001,32.09,35.6,30052.87,57330,49717,57330,33055,3316,5566,3382,5405,57330,41874,57330,45186
9001,32.1,35.56,30621.55,57330,49822,56256,32707,3260,5405,2936,5059,57330,42641,57330,45151
