timestamp,BME680_temp,BME680_humidity,BME680_gas,SGP30_5_CO2,SGP30_5_TVOC,SGP30_6_CO2,SGP30_6_TVOC,SGP30_7_CO2,SGP30_7_TVOC,SGP30_8_CO2,SGP30_8_TVOC,SGP30_9_CO2,SGP30_9_TVOC,SGP30_10_CO2,SGP30_10_TVOC
0,32.28,35.39,28505.46,29106,27199,11678,9648,687,2646,7242,8882,57330,42118,51333,37064
1000,32.28,35.37,28877.18,31433,27792,12538,10132,681,2609,6744,8364,57330,42327,54078,38458
2000,32.28,35.34,29422.4,32835,28977,13282,10683,709,2574,5979,7498,57330,41874,57330,40097
3000,32.28,35.33,30010.0,33044,29151,13558,10830,745,2609,5128,7081,57330,42014,57330,41073
4000,32.28,35.31,30510.52,32477,28942,14151,11055,840,2637,4869,6869,57330,41944,57330,42049
5000,32.28,35.28,31212.16,31732,28210,14523,11381,1068,2801,4801,6920,57330,40619,57330,42537
6001,32.29,35.27,31777.93,32239,29012,15185,11730,1361,2932,4776,6769,57330,41491,57330,42990
7001,32.29,35.27,32142.08,32865,29012,15378,11922,1683,3103,4852,6819,57330,41735,57330,43025
8001,32.29,35.24,32539.81,34238,29814,15750,11989,1963,3585,4913,6905,57270,40619,57330,42815
9001,32.29,35.23,32947.5,36147,30929,15791,12012,2222,3760,5093,6970,56166,40271,57330,42537
