timestamp,BME680_temp,BME680_pressure,BME680_humidity,BME680_gas,SGP30_5_CO2,SGP30_5_TVOC,SGP30_6_CO2,SGP30_6_TVOC,SGP30_7_CO2,SGP30_7_TVOC,SGP30_8_CO2,SGP30_8_TVOC,SGP30_9_CO2,SGP30_9_TVOC,SGP30_10_CO2,SGP30_10_TVOC
0,33.16,1012.64,35.05,148915.47,400,10,415,14,400,11,411,31,411,1,404,6
1000,33.16,1012.64,35.05,148783.69,410,7,402,6,400,10,401,27,413,4,406,5
2000,33.16,1012.64,35.04,149978.2,408,6,405,13,402,10,412,33,415,5,406,0
3000,33.16,1012.65,35.04,149577.9,400,2,408,7,407,14,406,25,422,7,400,7
4000,33.16,1012.64,35.04,149577.9,406,0,407,8,406,19,401,30,410,3,407,10
5001,33.16,1012.65,35.03,150112.11,409,2,411,10,400,13,400,26,414,5,407,6
6001,33.16,1012.65,35.04,149978.2,407,6,403,6,403,14,412,32,418,7,408,9
7001,33.16,1012.65,35.04,151192.05,414,3,405,11,406,12,401,28,412,5,400,5
8001,33.16,1012.65,35.04,150112.11,414,6,400,4,406,14,412,30,406,6,404,5
9001,33.16,1012.65,35.03,151464.46,425,9,411,3,404,14,412,26,411,8,400,4
