timestamp,BME680_temp,BME680_pressure,BME680_humidity,BME680_gas,SGP30_5_CO2,SGP30_5_TVOC,SGP30_6_CO2,SGP30_6_TVOC,SGP30_7_CO2,SGP30_7_TVOC,SGP30_8_CO2,SGP30_8_TVOC,SGP30_9_CO2,SGP30_9_TVOC,SGP30_10_CO2,SGP30_10_TVOC
0,31.8,1011.39,37.99,106543.59,2609,311,1356,178,1258,182,1810,252,1552,281,1270,259
1000,31.69,1011.42,40.12,34628.75,3110,373,1573,201,1160,176,1897,264,1539,284,983,219
2000,31.67,1011.39,40.12,36617.84,3507,419,1736,223,1032,168,1797,267,1582,282,1137,217
3000,31.68,1011.42,40.02,39804.97,3898,474,1477,226,861,150,1519,241,1474,260,1718,249
4000,31.71,1011.43,39.89,43020.26,4128,515,980,195,828,143,1742,256,1323,251,2053,324
5000,31.73,1011.41,39.77,45982.27,3866,523,665,165,868,143,2774,352,1241,242,1970,322
6001,31.76,1011.42,39.66,48500.71,2995,469,488,128,978,144,4185,491,1251,238,2031,342
7001,31.79,1011.41,39.54,50909.21,2465,440,400,103,953,151,5846,654,1342,241,2582,393
8001,31.82,1011.39,39.44,52795.62,2049,406,400,88,820,132,7850,848,1723,268,3269,451
9001,31.85,1011.43,39.33,54401.43,2022,396,400,69,706,119,8765,980,2653,357,3988,539
