timestamp,BME680_temp,BME680_humidity,BME680_gas,SGP30_5_CO2,SGP30_5_TVOC,SGP30_6_CO2,SGP30_6_TVOC,SGP30_7_CO2,SGP30_7_TVOC,SGP30_8_CO2,SGP30_8_TVOC,SGP30_9_CO2,SGP30_9_TVOC,SGP30_10_CO2,SGP30_10_TVOC
0,30.99,36.54,30599.28,2322,4583,2752,6067,1892,5641,1760,3419,2251,4277,2590,5726
1000,31.0,36.52,31005.16,2197,4457,2678,6077,2563,6102,1828,3509,2462,4362,2533,5696
2000,31.01,36.49,31235.34,2150,4537,2607,6082,2938,6353,1966,3700,2494,4427,2538,5661
3000,31.02,36.46,31587.08,2310,4683,2585,6062,2462,5957,1867,3615,2599,4507,2676,5831
4000,31.03,36.44,31634.58,2560,4974,2639,6082,1840,5355,1279,2907,2658,4598,2887,6067
5000,31.04,36.41,31706.09,2891,5114,2786,6197,1430,4753,755,2454,2761,4693,3127,6182
6001,31.04,36.39,31730.0,3112,5370,2899,6263,1031,4206,564,2221,2786,4643,3350,6393
7001,31.05,36.38,31995.42,3345,5666,2945,6303,649,3379,400,2025,2869,4688,3596,6543
8001,31.06,36.33,32044.16,3493,5741,2825,6263,400,2780,400,1693,2874,4718,3792,6714
9001,31.07,36.33,32166.65,3669,5982,2698,6217,400,2519,400,1436,3019,4853,3905,6824
