timestamp,BME680_temp,BME680_pressure,BME680_humidity,BME680_gas,SGP30_5_CO2,SGP30_5_TVOC,SGP30_6_CO2,SGP30_6_TVOC,SGP30_7_CO2,SGP30_7_TVOC,SGP30_8_CO2,SGP30_8_TVOC,SGP30_9_CO2,SGP30_9_TVOC,SGP30_10_CO2,SGP30_10_TVOC
0,33.16,1012.65,35.12,144561.98,406,6,400,16,402,14,413,29,401,20,406,6
1000,33.16,1012.66,35.11,145689.41,412,9,412,14,407,13,410,27,404,13,404,6
2000,33.16,1012.65,35.12,145437.35,407,9,408,14,405,14,414,40,404,18,400,8
3000,33.16,1012.66,35.11,145311.65,414,7,411,16,402,8,412,33,400,11,408,2
4000,33.16,1012.66,35.09,146196.15,400,8,404,13,411,12,412,35,409,21,401,3
5000,33.16,1012.66,35.08,146323.39,400,1,414,15,402,15,414,30,407,12,401,7
6001,33.16,1012.65,35.09,145815.77,411,6,414,16,403,15,411,34,408,12,400,1
7001,33.16,1012.65,35.08,146834.56,402,0,409,9,407,14,400,26,411,17,409,4
8001,33.16,1012.65,35.08,146323.39,404,5,407,16,400,14,420,28,400,12,409,6
9001,33.16,1012.66,35.09,145689.41,412,5,404,7,404,12,404,26,406,10,409,3
