timestamp,BME680_temp,BME680_pressure,BME680_humidity,BME680_gas,SGP30_5_CO2,SGP30_5_TVOC,SGP30_6_CO2,SGP30_6_TVOC,SGP30_7_CO2,SGP30_7_TVOC,SGP30_8_CO2,SGP30_8_TVOC,SGP30_9_CO2,SGP30_9_TVOC,SGP30_10_CO2,SGP30_10_TVOC
0,31.66,1005.06,38.17,176974.19,400,18,400,36,400,32,400,55,400,43,400,26
1000,31.66,1005.06,38.16,176788.09,400,6,400,32,400,26,400,57,400,42,400,26
2000,31.66,1005.06,38.16,176417.08,400,8,400,31,400,26,400,53,400,45,400,24
3000,31.66,1005.1,38.15,177160.67,400,6,400,36,400,24,400,54,400,44,401,27
4000,31.66,1005.1,38.15,177910.55,405,17,400,33,400,26,400,50,400,40,400,25
5000,31.66,1005.1,38.13,177160.67,403,9,400,31,400,26,400,54,403,49,410,28
6001,31.66,1005.1,38.13,176788.09,405,12,400,32,400,22,400,54,402,45,406,26
7001,31.67,1005.1,38.12,177910.55,408,15,400,39,400,24,400,48,400,50,400,23
8001,31.67,1005.09,38.12,178099.02,408,6,400,34,400,19,400,52,402,46,405,25
9001,31.67,1005.1,38.12,178287.88,400,17,400,34,400,22,400,51,400,46,401,28
