timestamp,BME680_temp,BME680_pressure,BME680_humidity,BME680_gas,SGP30_5_CO2,SGP30_5_TVOC,SGP30_6_CO2,SGP30_6_TVOC,SGP30_7_CO2,SGP30_7_TVOC,SGP30_8_CO2,SGP30_8_TVOC,SGP30_9_CO2,SGP30_9_TVOC,SGP30_10_CO2,SGP30_10_TVOC
0,32.1,1005.09,39.7,148783.69,400,4,405,9,401,9,501,77,400,8,465,43
1000,32.1,1005.09,39.79,148520.82,400,4,403,11,400,9,518,74,400,7,464,42
2000,32.1,1005.09,39.86,148783.69,400,4,400,10,403,7,514,75,400,3,450,40
3000,32.1,1005.09,39.9,148258.88,400,7,400,12,409,8,516,68,400,8,455,37
4000,32.1,1005.09,39.89,149577.9,400,8,400,8,400,8,526,75,400,3,444,35
5001,32.1,1005.09,39.85,148915.47,400,2,400,2,400,9,524,80,400,6,430,33
6001,32.1,1005.09,39.77,149711.1,400,7,400,4,400,7,528,80,400,9,434,35
7001,32.1,1005.1,39.66,151192.05,400,6,400,5,400,6,529,72,400,12,445,39
8001,32.1,1005.1,39.56,151192.05,400,7,400,6,400,8,530,76,401,11,442,36
9001,32.1,1005.1,39.51,150650.14,400,0,400,4,400,7,524,72,400,9,455,38
