timestamp,BME680_temp,BME680_pressure,BME680_humidity,BME680_gas,SGP30_5_CO2,SGP30_5_TVOC,SGP30_6_CO2,SGP30_6_TVOC,SGP30_7_CO2,SGP30_7_TVOC,SGP30_8_CO2,SGP30_8_TVOC,SGP30_9_CO2,SGP30_9_TVOC,SGP30_10_CO2,SGP30_10_TVOC
0,32.74,1014.16,32.9,29197.81,400,1755,7114,5917,10902,8184,16811,10346,9454,9569,400,1291
1000,32.74,1014.16,32.9,28936.76,593,2048,7288,6052,10919,8083,16742,10312,9373,9558,400,1540
2000,32.74,1014.15,32.92,28699.9,840,2309,7335,6022,10919,8218,14592,9659,9118,9468,687,1870
3000,32.75,1014.15,32.91,28563.52,1400,2658,7271,5947,10995,8241,11713,8702,9141,9355,996,2288
4000,32.75,1014.16,32.91,28332.7,2022,3029,7039,5866,10740,8139,9825,7396,9298,9434,1518,2651
5000,32.75,1014.16,32.92,28180.89,3203,3885,5794,5545,10526,7892,8690,6945,9379,9693,1936,2983
6001,32.75,1014.15,32.92,28162.03,4106,4517,4278,4863,10474,7982,8001,6844,9321,9569,2401,3424
7001,32.75,1014.15,32.91,27882.09,4678,4868,2528,3810,10526,8173,8238,6859,9257,9333,2408,3549
8001,32.75,1014.15,32.92,27845.19,4783,4934,1352,2930,9831,7318,9257,7610,8823,9164,1901,3163
9001,32.75,1014.15,32.91,27863.63,4332,4633,787,2561,7074,6378,10474,8229,8250,8871,1564,2953
