timestamp,BME680_temp,BME680_humidity,BME680_gas,SGP30_5_CO2,SGP30_5_TVOC,SGP30_6_CO2,SGP30_6_TVOC,SGP30_7_CO2,SGP30_7_TVOC,SGP30_8_CO2,SGP30_8_TVOC,SGP30_9_CO2,SGP30_9_TVOC,SGP30_10_CO2,SGP30_10_TVOC
0,31.81,36.67,22646.65,57330,44384,6999,6819,33909,18102,57330,33996,57330,46545,57330,44802
1000,31.81,36.66,22453.09,57330,44558,7051,6839,35580,18834,57330,33822,57330,46580,57330,44767
2000,31.81,36.65,22310.08,57330,44628,6558,6679,37579,19461,57330,33543,57330,46580,57330,45360
3000,31.81,36.64,22215.75,57330,44001,5921,6418,40026,20890,57330,32986,57330,46022,57330,47277
4000,31.81,36.64,21983.37,57330,43791,4938,6217,41488,21727,57330,32254,57330,46127,57330,48044
5000,31.81,36.63,21937.48,57330,43129,4430,5851,42592,22389,57330,31138,57330,46057,57330,50728
6001,31.81,36.62,21823.58,57330,42537,3817,5480,41189,21936,57330,28838,57330,45743,57330,52018
7001,31.82,36.62,21778.35,57330,41212,2950,4984,38415,20332,49782,24620,57330,45848,57330,53726
8001,31.82,36.6,21846.26,57330,39643,2388,4593,30120,16812,39757,20158,57330,45778,57330,55190
9001,31.82,36.59,21778.35,57330,38563,2651,4728,23869,14668,28599,15906,57330,45743,57330,55015
