timestamp,BME680_temp,BME680_pressure,BME680_humidity,BME680_gas,SGP30_5_CO2,SGP30_5_TVOC,SGP30_6_CO2,SGP30_6_TVOC,SGP30_7_CO2,SGP30_7_TVOC,SGP30_8_CO2,SGP30_8_TVOC,SGP30_9_CO2,SGP30_9_TVOC,SGP30_10_CO2,SGP30_10_TVOC
0,33.36,1024.77,29.29,136576.45,400,13,400,29,400,48,400,86,400,22,400,9
1000,33.37,1024.77,29.29,135804.22,400,10,400,29,400,46,400,90,400,20,400,6
2000,33.37,1024.77,29.3,135914.0,400,9,400,21,400,47,400,91,400,28,400,4
3000,33.37,1024.78,29.3,135475.92,400,9,400,30,400,48,400,93,400,24,400,2
4000,33.37,1024.77,29.29,135585.18,400,8,400,26,400,49,400,94,400,27,400,8
5000,33.37,1024.76,29.29,135804.22,400,6,400,30,400,50,400,100,400,32,400,4
6001,33.37,1024.76,29.3,135694.61,400,3,400,32,400,51,400,100,400,33,400,6
7001,33.37,1024.77,29.3,134932.28,400,9,400,30,400,57,400,100,400,31,400,7
8001,33.37,1024.77,29.3,134824.08,400,1,400,26,400,47,400,108,400,30,400,7
9001,33.37,1024.76,29.3,134500.5,400,6,400,30,400,48,400,107,400,37,400,1
