timestamp,BME680_temp,BME680_humidity,BME680_gas,SGP30_5_CO2,SGP30_5_TVOC,SGP30_6_CO2,SGP30_6_TVOC,SGP30_7_CO2,SGP30_7_TVOC,SGP30_8_CO2,SGP30_8_TVOC,SGP30_9_CO2,SGP30_9_TVOC,SGP30_10_CO2,SGP30_10_TVOC
0,31.57,36.92,27338.59,29494,37273,26295,33055,38623,29395,37549,24829,29882,25666,5197,11302
1000,31.57,36.92,27109.6,27921,37064,27852,34066,44203,32742,43009,27269,32716,27025,2889,8229
2000,31.57,36.94,26747.69,27342,36193,30508,35879,50677,36193,46798,29988,33462,27165,1890,6935
3000,31.57,36.93,26595.52,28252,36855,33641,37413,54764,38319,48708,30894,28718,24446,1136,6027
4000,31.58,36.92,26595.52,31553,38423,39071,40829,54764,37831,34685,22598,22311,18241,755,5310
5001,31.58,36.91,26798.79,34596,39853,46500,44767,49931,36018,15074,12631,16122,15028,1176,5982
6001,31.58,36.9,27197.22,36804,41491,53511,47974,47246,35774,9280,10019,13296,14274,2138,7273
7001,31.58,36.87,27698.54,37937,41595,57330,50275,49961,37238,5406,7065,11806,13858,3927,9378
8001,31.58,36.84,28486.16,38265,41735,57330,53307,50080,36994,4381,6639,11325,13599,6431,11606
9001,31.59,36.78,29734.3,40324,42955,57330,54144,47783,36018,4131,6398,11174,13250,9506,13644
