timestamp,BME680_temp,BME680_pressure,BME680_humidity,BME680_gas,SGP30_5_CO2,SGP30_5_TVOC,SGP30_6_CO2,SGP30_6_TVOC,SGP30_7_CO2,SGP30_7_TVOC,SGP30_8_CO2,SGP30_8_TVOC,SGP30_9_CO2,SGP30_9_TVOC,SGP30_10_CO2,SGP30_10_TVOC
0,32.25,1011.39,38.19,58775.6,400,201,400,20,400,28,6472,1252,37191,4623,10120,1926
1000,32.26,1011.39,38.04,63963.32,400,218,564,44,400,24,14771,2133,48260,5300,3245,1093
2000,32.26,1011.38,37.92,66545.65,8296,1050,651,57,631,59,43367,4337,36953,4447,3507,1093
3000,32.27,1011.4,37.8,66863.23,23717,2394,1549,137,1176,115,57330,6518,20243,2881,1136,691
4000,32.27,1011.39,37.73,65355.72,37878,3364,2445,214,1664,164,57330,7565,16370,2627,884,567
5000,32.28,1011.39,37.69,62769.31,43636,4036,3736,350,2023,214,57330,7160,16646,2641,1728,666
6001,32.28,1011.38,37.66,58085.2,39011,3675,4234,469,2943,284,57330,6358,16853,2614,3078,826
7001,32.29,1011.42,37.68,50909.21,30747,3168,4312,528,4234,423,49901,5465,11904,2281,4388,979
8001,32.29,1011.42,37.69,43918.37,26612,2900,4563,579,7549,660,53392,5771,9645,1972,4474,975
9001,32.3,1011.41,37.74,37802.23,23910,2782,8557,895,11493,1097,56733,6002,9454,1898,3380,834
