timestamp,BME680_temp,BME680_humidity,BME680_gas,SGP30_5_CO2,SGP30_5_TVOC,SGP30_6_CO2,SGP30_6_TVOC,SGP30_7_CO2,SGP30_7_TVOC,SGP30_8_CO2,SGP30_8_TVOC,SGP30_9_CO2,SGP30_9_TVOC,SGP30_10_CO2,SGP30_10_TVOC
0,32.61,32.48,17735.2,1563,1669,10757,3143,7589,6483,11765,6488,22683,6563,9246,5490
1000,32.08,38.0,9707.71,1505,1596,21263,6263,3566,4949,14247,6769,26240,7520,10740,5947
2000,31.76,38.1,10966.4,3149,2168,28957,10087,1975,4056,18300,7532,30657,8894,14895,6774
3000,31.53,38.09,12465.28,12910,4723,27425,10796,2744,4427,16880,7205,36266,9985,21898,8927
4000,31.38,38.03,13908.92,48051,12180,17652,8061,4720,5395,11713,6413,40503,10852,28169,11235
5000,31.28,37.95,15033.14,51721,13587,9836,6238,7711,6192,7659,5024,44083,11708,38325,13126
6001,31.21,37.86,15849.39,29434,10469,5707,5114,9593,6739,4307,3830,46321,12135,43934,14229
7001,31.17,37.81,16316.98,19154,7340,3893,4332,10977,7329,2570,2946,48439,12529,46112,14713
8001,31.15,37.77,16759.37,11557,6152,3836,4232,13489,8488,1652,2549,49424,13126,44561,14578
9001,31.14,37.76,17268.89,9182,5325,6721,5275,21263,10706,996,2170,51512,13497,42084,14522
