timestamp,BME680_temp,BME680_humidity,BME680_gas,SGP30_5_CO2,SGP30_5_TVOC,SGP30_6_CO2,SGP30_6_TVOC,SGP30_7_CO2,SGP30_7_TVOC,SGP30_8_CO2,SGP30_8_TVOC,SGP30_9_CO2,SGP30_9_TVOC,SGP30_10_CO2,SGP30_10_TVOC
0,32.23,35.48,26362.23,27108,26049,1907,3264,12703,10875,22325,15355,55063,39399,57330,43234
1000,32.23,35.47,26478.36,27342,26189,1702,3088,12249,10773,23042,15524,53332,38179,57330,43129
2000,32.24,35.46,26312.77,27632,27060,1574,2992,11504,10334,24144,16041,49304,36471,57330,42990
3000,32.24,35.46,26478.36,28031,26781,1540,3011,10775,9783,25550,17265,47663,36018,57330,42258
4000,32.24,35.47,26362.23,28156,27792,1316,2911,10086,9456,27453,18659,48857,36611,57330,39957
5000,32.24,35.47,26329.24,28211,27095,896,2639,9344,8927,29822,20437,51721,38458,51453,36855
6001,32.24,35.47,26247.11,27935,27025,630,2404,8574,8421,32149,21413,54227,39016,46560,35147
7001,32.24,35.48,26247.11,26350,25422,400,2108,7630,7633,32448,21831,56942,40166,45784,35007
8001,32.25,35.48,26230.75,24792,24167,400,1875,6755,7115,30866,21204,57330,41700,48887,36471
9001,32.25,35.48,26296.33,22918,22110,400,1699,6338,6965,28748,20019,57330,42153,52198,37726
