timestamp,BME680_temp,BME680_pressure,BME680_humidity,BME680_gas,SGP30_5_CO2,SGP30_5_TVOC,SGP30_6_CO2,SGP30_6_TVOC,SGP30_7_CO2,SGP30_7_TVOC,SGP30_8_CO2,SGP30_8_TVOC,SGP30_9_CO2,SGP30_9_TVOC,SGP30_10_CO2,SGP30_10_TVOC
0,32.76,1011.45,37.95,30400.3,8400,1466,51870,5751,45635,5340,57330,6980,26446,3890,1597,517
1000,32.76,1011.45,37.9,30510.52,9634,1658,48618,5576,43427,5184,53988,6714,32835,4497,1406,460
2000,32.76,1011.45,37.88,29967.25,8690,1545,46798,5515,41338,5039,53272,6639,37072,4853,1471,461
3000,32.77,1011.44,37.87,29299.47,4869,1137,48201,5631,40443,4954,56286,6879,33880,4643,1526,444
4000,32.77,1011.43,37.87,28409.23,2982,845,52706,5917,40235,5024,57330,6965,29762,4392,1389,405
5000,32.77,1011.45,37.89,27662.12,1763,623,53093,5992,40742,5064,53034,6574,28486,4317,1423,392
6001,32.78,1011.45,37.92,27197.22,1276,517,49245,5656,37878,4848,46440,6152,27328,4056,1743,429
7001,32.78,1011.44,37.93,26578.72,1077,479,40921,5124,33731,4613,42204,5932,31016,4542,2148,476
8001,32.78,1011.43,37.94,26214.41,1088,475,35431,4748,29136,4176,33790,5300,37430,4949,3223,569
9001,32.79,1011.44,37.97,25686.29,1901,609,34566,4693,24117,3444,27577,4728,44561,5465,4177,698
