timestamp,BME680_temp,BME680_pressure,BME680_humidity,BME680_gas,SGP30_5_CO2,SGP30_5_TVOC,SGP30_6_CO2,SGP30_6_TVOC,SGP30_7_CO2,SGP30_7_TVOC,SGP30_8_CO2,SGP30_8_TVOC,SGP30_9_CO2,SGP30_9_TVOC,SGP30_10_CO2,SGP30_10_TVOC
0,33.14,1012.56,34.89,177722.49,400,4,400,7,400,7,400,20,400,13,400,9
1000,33.14,1012.56,34.88,176602.39,400,1,400,13,400,12,400,21,400,14,400,10
2000,33.14,1012.56,34.87,177534.82,400,0,400,4,400,6,400,21,400,10,400,7
3000,33.14,1012.56,34.84,178287.88,400,0,400,1,400,8,400,20,400,10,400,10
4000,33.14,1012.56,34.85,178477.15,400,6,400,11,400,9,400,15,400,16,400,7
5001,33.14,1012.56,34.83,178477.15,400,10,400,12,400,9,400,17,400,11,405,12
6001,33.14,1012.56,34.82,179429.53,409,9,400,10,400,6,400,12,400,17,444,16
7001,33.14,1012.56,34.79,180005.86,447,17,400,8,400,8,400,11,400,10,445,14
8001,33.14,1012.56,34.8,180585.89,446,20,400,9,400,9,400,11,400,9,449,11
9001,33.14,1012.56,34.81,179621.23,455,21,400,16,400,10,400,8,400,4,449,19
