timestamp,BME680_temp,BME680_humidity,BME680_gas,SGP30_5_CO2,SGP30_5_TVOC,SGP30_6_CO2,SGP30_6_TVOC,SGP30_7_CO2,SGP30_7_TVOC,SGP30_8_CO2,SGP30_8_TVOC,SGP30_9_CO2,SGP30_9_TVOC,SGP30_10_CO2,SGP30_10_TVOC
0,31.92,36.09,24837.17,12938,21901,25344,36785,34268,33125,25592,20855,14109,15107,11568,15512
1000,31.92,36.09,24910.7,11308,19635,26970,38214,33939,33404,26708,22180,16343,15771,10404,14736
2000,31.92,36.09,24851.84,10827,18694,28059,39504,35998,34485,27618,23330,17831,16428,9472,13970
3000,31.92,36.07,24764.08,10995,19182,29434,40271,38713,35600,28431,24271,19389,17335,7908,13261
4000,31.92,36.07,24561.69,11470,20193,29375,39922,41667,36925,28473,24864,20740,19182,6779,12338
5000,31.93,36.09,24533.05,11655,20611,29703,40585,43516,38040,27949,23679,21539,20193,6512,12304
6001,31.93,36.1,24533.05,11545,19775,30836,41282,43099,38110,27466,23330,21498,20054,6628,12484
7001,31.93,36.09,24590.4,11626,20576,31254,41003,42860,38807,27108,23191,21718,20019,6790,12282
8001,31.93,36.1,24533.05,11806,20507,31672,41491,43278,39225,27108,23470,20588,18346,6946,12439
9001,31.93,36.1,24793.27,12607,21448,31553,41282,43487,38807,26915,23574,18300,16267,6761,12428
