timestamp,BME680_temp,BME680_humidity,BME680_gas,SGP30_5_CO2,SGP30_5_TVOC,SGP30_6_CO2,SGP30_6_TVOC,SGP30_7_CO2,SGP30_7_TVOC,SGP30_8_CO2,SGP30_8_TVOC,SGP30_9_CO2,SGP30_9_TVOC,SGP30_10_CO2,SGP30_10_TVOC
0,31.72,36.25,26832.98,24723,32044,48350,48567,30001,30546,20037,14950,23359,19566,17170,18485
1000,31.72,36.26,26713.72,26157,33578,48409,48323,30001,30546,19361,14713,23689,20228,17266,18206
2000,31.72,36.27,26428.47,26639,33962,48051,48741,29494,30092,19223,14792,23979,20716,16853,18346
3000,31.73,36.29,26511.73,26929,34345,48708,48671,27866,28594,18934,14499,23607,20193,17748,19147
4000,31.73,36.29,26263.5,27149,35007,48588,49264,25247,25526,18644,14139,23138,19600,18369,19426
5001,31.73,36.29,26345.72,27315,34659,49304,49403,22008,22459,18190,14297,23248,20123,19099,19600
6001,31.73,36.3,26329.24,27618,35251,49185,49438,21208,21587,17238,13925,22904,19635,19637,20298
7001,31.74,36.29,26411.88,28183,35774,49334,49403,21636,22424,15529,13542,22573,18973,20092,20367
8001,31.74,36.3,26646.05,30150,36820,49125,49299,21732,22633,12717,12631,21953,18555,20340,20507
9001,31.74,36.3,26747.69,31612,37831,49155,49578,21498,22389,11093,11741,21277,18032,20560,21343
