timestamp,BME680_temp,BME680_pressure,BME680_humidity,BME680_gas,SGP30_5_CO2,SGP30_5_TVOC,SGP30_6_CO2,SGP30_6_TVOC,SGP30_7_CO2,SGP30_7_TVOC,SGP30_8_CO2,SGP30_8_TVOC,SGP30_9_CO2,SGP30_9_TVOC,SGP30_10_CO2,SGP30_10_TVOC
0,33.65,1024.91,29.99,21142.98,2021,1577,3885,2971,2663,2274,1433,1096,2798,2374,1317,1257
1000,33.65,1024.9,29.97,21846.26,2027,1642,3905,2981,2663,2270,1352,1050,2828,2362,1348,1235
2000,33.65,1024.91,29.96,22453.09,2015,1704,3944,2988,2737,2258,1333,1055,2874,2325,1371,1263
3000,33.66,1024.9,29.95,23222.19,2027,1753,3969,2985,2732,2288,1285,1031,2906,2362,1392,1283
4000,33.66,1024.89,29.95,23878.66,2072,1753,4025,3008,2737,2307,1250,1005,2933,2394,1410,1292
5000,33.66,1024.89,29.93,24362.59,2119,1803,4084,3034,2722,2284,1225,982,2968,2427,1435,1318
6001,33.66,1024.89,29.93,24778.66,2202,1826,4072,3064,2693,2290,1191,996,3044,2447,1439,1346
7001,33.66,1024.9,29.93,24925.45,2195,1889,4099,3059,2604,2307,1153,949,3031,2459,1458,1334
8001,33.66,1024.89,29.93,24822.52,2195,1891,4140,3158,2597,2274,1100,925,3120,2445,1463,1383
9001,33.66,1024.91,29.93,24590.4,2175,1877,4209,3208,2661,2320,1085,897,3203,2505,1483,1390
