timestamp,BME680_temp,BME680_humidity,BME680_gas,SGP30_5_CO2,SGP30_5_TVOC,SGP30_6_CO2,SGP30_6_TVOC,SGP30_7_CO2,SGP30_7_TVOC,SGP30_8_CO2,SGP30_8_TVOC,SGP30_9_CO2,SGP30_9_TVOC,SGP30_10_CO2,SGP30_10_TVOC
0,31.79,36.74,24236.29,57330,43373,8620,7419,25605,15186,40891,17997,57330,35879,57330,52366
1000,31.79,36.73,24097.48,57330,44314,8777,7622,24889,14758,44948,19879,57330,37691,57330,52157
2000,31.79,36.72,24250.25,57330,44070,8603,7588,24530,14691,48887,22006,57330,38842,57330,51843
3000,31.79,36.7,24194.48,57330,43931,7752,7010,23786,14556,51691,23748,57330,40724,57330,51774
4000,31.79,36.7,23946.61,57330,44210,6558,6669,23538,14319,55361,25387,57330,40933,57330,51181
5000,31.79,36.69,23730.52,57330,43269,5696,6413,23869,14567,57330,26711,57330,41770,57330,48253
6001,31.8,36.68,23377.17,57330,43513,5255,6368,25619,14938,57330,29500,57330,42641,57330,45116
7001,31.8,36.69,23247.87,57330,44314,5470,6403,27342,15580,57330,30964,57330,43966,57330,44001
8001,31.8,36.67,23018.71,57330,44035,6055,6599,29196,15906,57330,32044,57330,45046,57330,44314
9001,31.8,36.67,22943.32,57330,44035,6663,6659,31940,17160,57330,32777,57330,46231,57330,44210
