timestamp,BME680_temp,BME680_humidity,BME680_gas,SGP30_5_CO2,SGP30_5_TVOC,SGP30_6_CO2,SGP30_6_TVOC,SGP30_7_CO2,SGP30_7_TVOC,SGP30_8_CO2,SGP30_8_TVOC,SGP30_9_CO2,SGP30_9_TVOC,SGP30_10_CO2,SGP30_10_TVOC
0,32.11,35.46,27956.2,21746,31417,4567,12845,15695,19705,14068,14758,11371,14195,12414,15839
1000,32.11,35.47,27571.49,21126,30615,4425,12462,18631,22982,16508,15704,11458,14499,11400,15287
2000,32.12,35.49,27356.37,20312,29744,4307,12237,20629,25108,17762,15963,12965,14950,10450,14601
3000,32.12,35.51,26867.25,19513,29186,4386,12361,21691,25875,18038,16154,15901,16131,9512,14072
4000,32.12,35.52,26279.9,17349,25979,4663,12968,22201,26851,18286,16165,17983,17544,8591,13655
5001,32.12,35.54,25955.67,10943,17927,5140,13666,22587,27199,18534,16221,19444,18799,7960,13464
6001,32.12,35.58,25407.1,7375,14522,6252,14409,22532,27199,17569,15850,19982,19531,8331,13486
7001,32.12,35.59,24999.5,5846,13576,8047,15805,19816,24202,14082,14544,20092,18799,9796,14499
8001,32.12,35.61,24561.69,6037,13779,9871,18380,12180,16267,9732,12135,19651,18346,11614,15659
9001,32.13,35.62,24518.75,8064,15310,11586,22494,8255,13340,7016,10177,18700,18555,14151,16812
