timestamp,BME680_temp,BME680_humidity,BME680_gas,SGP30_5_CO2,SGP30_5_TVOC,SGP30_6_CO2,SGP30_6_TVOC,SGP30_7_CO2,SGP30_7_TVOC,SGP30_8_CO2,SGP30_8_TVOC,SGP30_9_CO2,SGP30_9_TVOC,SGP30_10_CO2,SGP30_10_TVOC
0,31.76,36.2,28332.7,35431,39713,37251,44035,30956,30197,19168,14522,20243,17230,16949,18032
1000,31.76,36.2,27993.4,37430,41003,34447,43234,23814,24271,20133,15040,21773,18973,18576,19461
2000,31.76,36.21,27535.4,40473,42362,33432,42606,16356,16359,18906,14668,22973,20019,20505,20960
3000,31.77,36.21,26970.58,42651,42990,33104,42397,10676,14105,12593,12574,23731,20646,21401,22075
4000,31.77,36.23,26395.31,45157,44489,34506,42502,6912,11212,9773,10672,24144,20716,21167,21343
5000,31.77,36.25,25859.95,45754,45011,35491,43094,4374,8882,7995,9276,23621,20367,19623,20576
6001,31.77,36.26,25608.12,45665,45395,37251,44001,3988,8511,7624,9254,21953,19112,16949,17962
7001,31.78,36.27,25764.94,45963,45116,38236,44384,4491,9378,8377,9760,19995,16672,13737,15861
8001,31.78,36.28,25875.85,45724,45081,39489,45011,5047,10064,8829,9839,18121,15884,11742,15310
9001,31.78,36.27,26230.75,45993,45046,39966,46197,5087,9997,9055,10132,16398,15355,11881,15625
