timestamp,BME680_temp,BME680_pressure,BME680_humidity,BME680_gas,SGP30_5_CO2,SGP30_5_TVOC,SGP30_6_CO2,SGP30_6_TVOC,SGP30_7_CO2,SGP30_7_TVOC,SGP30_8_CO2,SGP30_8_TVOC,SGP30_9_CO2,SGP30_9_TVOC,SGP30_10_CO2,SGP30_10_TVOC
0,32.1,1005.08,38.07,148652.14,400,1,400,13,400,7,413,14,400,12,400,8
1000,32.1,1005.08,38.09,148258.88,400,6,405,10,400,6,418,20,402,8,403,9
2000,32.1,1005.08,38.11,148915.47,402,8,411,17,400,2,401,19,400,7,404,8
3000,32.1,1005.1,38.12,148389.73,403,6,414,13,400,2,404,24,400,10,410,14
4000,32.11,1005.1,38.11,148915.47,400,9,417,13,400,5,400,16,401,10,408,4
5000,32.11,1005.1,38.07,149577.9,403,1,400,20,400,2,400,11,401,12,410,10
6001,32.11,1005.1,38.05,149444.95,416,5,409,11,400,8,400,7,401,9,409,12
7001,32.11,1005.1,38.01,149711.1,419,10,402,15,400,6,400,14,401,11,400,8
8001,32.11,1005.11,37.98,149312.22,417,17,406,24,400,4,400,12,400,11,400,9
9001,32.11,1005.1,37.97,149978.2,416,13,409,18,400,0,400,14,408,15,400,16
