timestamp,BME680_temp,BME680_pressure,BME680_humidity,BME680_gas,SGP30_5_CO2,SGP30_5_TVOC,SGP30_6_CO2,SGP30_6_TVOC,SGP30_7_CO2,SGP30_7_TVOC,SGP30_8_CO2,SGP30_8_TVOC,SGP30_9_CO2,SGP30_9_TVOC,SGP30_10_CO2,SGP30_10_TVOC
0,31.55,1013.89,32.6,38529.18,400,3,402,17,409,9,418,2,429,10,400,4
1000,31.57,1013.89,32.57,39918.26,400,2,400,16,408,6,412,5,426,13,400,2
2000,31.58,1013.9,32.53,41289.34,400,1,401,15,403,4,418,9,419,11,406,8
3000,31.6,1013.88,32.5,42584.84,405,7,400,15,400,8,407,10,417,17,410,7
4000,31.61,1013.88,32.46,43964.27,400,0,400,13,400,3,406,0,418,12,400,0
5000,31.62,1013.88,32.43,45240.63,400,5,406,10,412,5,400,1,404,8,404,3
6001,31.63,1013.86,32.41,46541.79,409,6,404,6,405,7,404,0,413,12,402,5
7001,31.64,1013.87,32.37,47702.57,403,4,412,9,401,1,408,3,409,10,412,2
8001,31.65,1013.86,32.35,48952.6,418,10,414,13,400,3,403,4,400,5,400,2
9001,31.66,1013.87,32.3,50360.24,407,5,410,10,400,0,401,7,417,13,410,5
