timestamp,BME680_temp,BME680_pressure,BME680_humidity,BME680_gas,SGP30_5_CO2,SGP30_5_TVOC,SGP30_6_CO2,SGP30_6_TVOC,SGP30_7_CO2,SGP30_7_TVOC,SGP30_8_CO2,SGP30_8_TVOC,SGP30_9_CO2,SGP30_9_TVOC,SGP30_10_CO2,SGP30_10_TVOC
0,33.74,1011.37,36.03,42801.44,24847,3183,14068,2653,9900,2097,8076,1958,7514,1787,3628,842
1000,33.75,1011.37,35.98,43781.27,24834,3234,10624,2318,10804,2210,10294,2348,5203,1439,2504,674
2000,33.75,1011.36,35.94,44475.47,23786,3289,11638,2473,11817,2380,12001,2570,4474,1313,2089,605
3000,33.75,1011.36,35.88,45143.55,22325,3029,11667,2489,12290,2413,15584,2844,4415,1315,2975,717
4000,33.75,1011.35,35.84,45192.04,21539,2976,11499,2438,11087,2244,17197,3013,4894,1443,3414,772
5000,33.76,1011.36,35.82,45192.04,20919,2969,9958,2224,9367,1995,16591,2939,4754,1360,3527,801
6001,33.76,1011.35,35.81,44428.51,19844,2909,11667,2519,7867,1720,15130,2911,2563,1003,3706,811
7001,33.76,1011.38,35.81,43330.39,20133,2895,17197,2838,6836,1570,11649,2574,1419,753,2224,623
8001,33.77,1011.37,35.8,41989.84,20850,2958,18066,2923,5006,1317,8655,2103,1020,634,2013,571
9001,33.77,1011.37,35.82,40300.62,21815,3022,15529,2743,4582,1260,4457,1406,674,516,1615,504
