timestamp,BME680_temp,BME680_humidity,BME680_gas,SGP30_5_CO2,SGP30_5_TVOC,SGP30_6_CO2,SGP30_6_TVOC,SGP30_7_CO2,SGP30_7_TVOC,SGP30_8_CO2,SGP30_8_TVOC,SGP30_9_CO2,SGP30_9_TVOC,SGP30_10_CO2,SGP30_10_TVOC
0,32.41,35.37,27900.58,26750,26886,9836,10695,4339,6368,7867,8894,40563,33753,45694,34798
1000,32.42,35.36,28105.59,26639,26886,10300,10920,3520,5881,7780,8849,40443,33230,45933,34589
2000,32.42,35.35,28218.69,26763,27443,10891,11471,2818,5345,7450,8421,39310,32079,45933,34833
3000,32.42,35.34,28582.92,27480,27966,11696,11809,2069,5009,6906,8106,36624,31138,45038,34903
4000,32.42,35.34,28817.84,28224,28524,12993,12406,1596,4302,6095,7340,33880,29918,44322,33927
5001,32.42,35.33,29238.39,29941,29883,14633,12935,1103,3620,5180,6935,30807,28698,42950,33683
6001,32.42,35.32,29755.33,31732,30685,16411,13430,935,3384,4808,6714,28211,27269,39936,31731
7001,32.42,35.29,30225.59,34447,31243,18782,14533,1088,3489,4226,6308,27411,27130,36833,30685
8001,32.43,35.27,30891.34,36356,32149,21374,15208,1477,3855,3323,5646,27866,27304,35461,30476
9001,32.43,35.24,31351.71,36684,33055,23235,15985,1486,3730,2796,5285,29225,28001,33820,29744
