timestamp,BME680_temp,BME680_pressure,BME680_humidity,BME680_gas,SGP30_5_CO2,SGP30_5_TVOC,SGP30_6_CO2,SGP30_6_TVOC,SGP30_7_CO2,SGP30_7_TVOC,SGP30_8_CO2,SGP30_8_TVOC,SGP30_9_CO2,SGP30_9_TVOC,SGP30_10_CO2,SGP30_10_TVOC
0,32.52,1014.18,33.57,36586.0,25895,14049,26240,14319,23097,12856,27604,13587,41249,16951,26763,15096
1000,32.52,1014.17,33.57,36586.0,25220,13666,26529,14308,23428,12980,27094,13374,41875,16463,26350,14848
2000,32.52,1014.17,33.57,36586.0,24516,13666,26805,14420,23689,12946,26501,13396,41935,16986,25936,14623
3000,32.52,1014.18,33.56,36777.88,24103,13745,27080,14511,24020,13126,26391,13182,42383,17404,25426,14623
4000,32.52,1014.17,33.56,36649.74,23979,13633,27521,14578,24186,13160,26295,13261,43099,17021,24765,14398
5000,32.52,1014.17,33.56,36586.0,23593,13497,27466,14623,24034,13239,26543,13295,43606,17021,24572,14207
6001,32.52,1014.17,33.56,36554.21,22876,13239,27618,14646,23938,13036,26598,13250,43845,17753,24324,14353
7001,32.53,1014.17,33.55,36681.69,22628,13160,27701,14556,24089,13092,26777,13317,43606,17614,24820,14420
8001,32.53,1014.2,33.54,36810.06,22421,13070,27508,14634,23800,13126,27177,13374,42771,17126,24503,14308
9001,32.53,1014.2,33.55,36586.0,21911,13092,27315,14691,23745,13070,27921,13734,42353,17335,24627,14229
