timestamp,BME680_temp,BME680_humidity,BME680_gas,SGP30_5_CO2,SGP30_5_TVOC,SGP30_6_CO2,SGP30_6_TVOC,SGP30_7_CO2,SGP30_7_TVOC,SGP30_8_CO2,SGP30_8_TVOC,SGP30_9_CO2,SGP30_9_TVOC,SGP30_10_CO2,SGP30_10_TVOC
0,32.06,33.87,40416.76,400,1399,400,496,400,716,923,3419,639,2875,400,2244
1000,32.06,33.86,40729.76,400,1358,400,498,400,711,921,3474,632,2787,400,2219
2000,32.06,33.86,40572.65,400,1397,400,512,400,695,942,3399,639,2861,400,2214
3000,32.06,33.87,40927.86,400,1383,400,507,400,695,968,3449,608,2849,400,2157
4000,32.07,33.86,40651.05,400,1374,400,492,400,675,969,3504,587,2826,400,2083
5000,32.07,33.86,40927.86,400,1328,400,489,400,648,952,3439,569,2768,400,2050
6001,32.07,33.84,40888.08,400,1336,400,498,400,622,938,3469,563,2771,400,2062
7001,32.07,33.84,40808.77,400,1379,400,491,400,600,900,3509,580,2803,400,2057
8001,32.07,33.85,40848.39,400,1372,400,501,400,610,846,3399,584,2812,400,2094
9001,32.07,33.84,41127.89,400,1353,400,508,400,576,822,3419,585,2838,400,2092
