timestamp,BME680_temp,BME680_pressure,BME680_humidity,BME680_gas,SGP30_5_CO2,SGP30_5_TVOC,SGP30_6_CO2,SGP30_6_TVOC,SGP30_7_CO2,SGP30_7_TVOC,SGP30_8_CO2,SGP30_8_TVOC,SGP30_9_CO2,SGP30_9_TVOC,SGP30_10_CO2,SGP30_10_TVOC
0,33.39,1011.41,37.02,37700.61,42204,5129,5197,1579,4678,1237,5800,1736,2469,1046,13903,2034
1000,33.39,1011.4,36.95,38179.56,40443,5064,3417,1221,3888,1118,5887,1716,1731,872,11730,1933
2000,33.4,1011.4,36.9,38318.65,38892,4994,4128,1304,3458,1057,5985,1783,1348,746,10786,1836
3000,33.4,1011.42,36.86,39138.48,37639,4863,7943,1868,3149,984,6101,1734,982,618,10103,1704
4000,33.4,1011.41,36.81,39842.66,36624,4758,11881,2387,2899,936,6889,1854,1067,614,8047,1432
5001,33.41,1011.39,36.74,40185.15,35192,4828,15929,2641,2693,911,7543,1940,1851,832,4931,1193
6001,33.41,1011.39,36.72,40032.21,32627,4467,13517,2475,2685,863,10149,2367,3372,1089,4072,1065
7001,33.41,1011.39,36.68,39842.66,28778,4307,10462,2163,3039,920,14895,2863,4234,1236,3993,1020
8001,33.42,1011.39,36.64,39654.9,27659,4111,7363,1734,3885,1033,18879,3198,4712,1284,4084,1037
9001,33.42,1011.41,36.63,39580.3,27563,4061,7699,1792,5128,1219,21388,3640,5006,1335,4047,1006
