timestamp,BME680_temp,BME680_humidity,BME680_gas,SGP30_5_CO2,SGP30_5_TVOC,SGP30_6_CO2,SGP30_6_TVOC,SGP30_7_CO2,SGP30_7_TVOC,SGP30_8_CO2,SGP30_8_TVOC,SGP30_9_CO2,SGP30_9_TVOC,SGP30_10_CO2,SGP30_10_TVOC
0,32.24,33.52,42031.79,400,887,400,208,400,557,834,3790,446,2743,400,1471
1000,32.24,33.51,41947.98,400,890,400,212,400,590,842,3840,439,2706,400,1441
2000,32.24,33.52,41574.93,400,879,400,212,400,683,851,3865,427,2720,400,1429
3000,32.25,33.51,41329.89,400,905,400,223,400,719,862,3840,429,2718,400,1358
4000,32.25,33.51,41087.73,400,897,400,222,400,781,910,3855,428,2718,400,1360
5000,32.25,33.51,40967.71,400,908,400,226,400,814,969,3951,434,2759,400,1344
6001,32.25,33.52,40769.22,400,888,400,220,400,843,1003,4036,434,2708,400,1321
7001,32.25,33.5,41168.14,400,893,400,216,400,864,1052,4091,424,2715,400,1330
8001,32.25,33.51,40690.37,400,863,400,210,400,873,1103,4116,428,2699,400,1314
9001,32.25,33.5,40572.65,400,862,400,207,400,885,1150,4136,424,2701,400,1314
